,reg_1,reg_2
2992,Sonoma County,Sonoma
2993,Sonoma County,Sonoma
2994,Rutherford,Napa
2995,Carneros,Napa-Sonoma
2996,Carneros,Napa-Sonoma
2997,Santa Maria Valley,Central Coast
2998,Sonoma Coast,Sonoma
2999,San Luis Obispo County,Central Coast
3000,Edna Valley,Central Coast
3001,Edna Valley,Central Coast
3002,Santa Barbara County,Central Coast
3003,North Fork of Long Island,Long Island
3004,Santa Maria Valley,Central Coast
3005,Mount Veeder,Napa
3006,Green Valley,Sonoma
3007,Napa Valley,Napa
3008,Santa Cruz Mountains,Central Coast
3009,Santa Lucia Highlands,Central Coast
3010,Sta. Rita Hills,Central Coast
3011,Sonoma County,Sonoma
3012,Napa Valley,Napa
3013,Napa Valley,Napa
3014,Sonoma County,Sonoma
3015,Columbia Valley (WA),Columbia Valley
3016,Sonoma County,Sonoma
3017,Wahluke Slope,Columbia Valley
3018,Lodi,Central Valley
3019,Santa Lucia Highlands,Central Coast
3020,Red Mountain,Columbia Valley
3021,Columbia Valley (WA),Columbia Valley
3022,Columbia Valley (WA),Columbia Valley
3023,Santa Lucia Highlands,Central Coast
3024,Napa Valley,Napa
3025,Livermore Valley,Central Coast
3026,Santa Lucia Highlands,Central Coast
3027,Arroyo Seco,Central Coast
3028,Napa Valley,Napa
3029,Lodi,Central Valley
3030,Rattlesnake Hills,Columbia Valley
3031,Columbia Valley (WA),Columbia Valley
3032,Columbia Valley (WA),Columbia Valley
3033,Paso Robles,Central Coast
3034,Paso Robles,Central Coast
3035,Red Mountain,Columbia Valley
3036,Sonoma County,Sonoma
3037,Yakima Valley,Columbia Valley
3038,Russian River Valley,Sonoma
3039,Howell Mountain,Napa
3040,Temecula Valley,South Coast
3041,North Fork of Long Island,Long Island
3042,Walla Walla Valley (WA),Columbia Valley
3043,Santa Ynez Valley,Central Coast
3044,Columbia Valley (WA),Columbia Valley
3045,Sonoma County,Sonoma
3046,Columbia Valley (WA),Columbia Valley
3047,Sta. Rita Hills,Central Coast
3048,Sonoma Coast,Sonoma
3049,Russian River Valley,Sonoma
3050,Russian River Valley,Sonoma
3051,Carneros,Napa-Sonoma
3052,Yorkville Highlands,North Coast
3053,Sonoma County,Sonoma
3054,Oakville,Napa
3055,Santa Lucia Highlands,Central Coast
3056,Chalk Hill,Sonoma
3057,Paso Robles,Central Coast
3058,North Fork of Long Island,Long Island
3059,Wahluke Slope,Columbia Valley
3060,Sta. Rita Hills,Central Coast
3061,Horse Heaven Hills,Columbia Valley
3062,Columbia Valley (WA),Columbia Valley
3063,Sta. Rita Hills,Central Coast
3064,Carneros,Napa-Sonoma
3065,Columbia Valley (WA),Columbia Valley
3066,Wahluke Slope,Columbia Valley
3067,Red Mountain,Columbia Valley
3068,Napa Valley,Napa
3069,Temecula Valley,South Coast
3070,Columbia Valley (WA),Columbia Valley
3071,Columbia Valley (WA),Columbia Valley
3072,Happy Canyon of Santa Barbara,Central Coast
3073,Washington,Washington Other
3074,Napa Valley,Napa
3075,Walla Walla Valley (WA),Columbia Valley
3076,Sta. Rita Hills,Central Coast
3077,Sonoma Coast,Sonoma
3078,Adelaida District,Central Coast
3079,Diamond Mountain District,Napa
3080,Shenandoah Valley (CA),Sierra Foothills
3081,Wahluke Slope,Columbia Valley
3082,Sonoma Coast,Sonoma
3083,Sta. Rita Hills,Central Coast
3084,Santa Lucia Highlands,Central Coast
3085,Napa Valley,Napa
3086,Russian River Valley,Sonoma
3087,Columbia Valley (WA),Columbia Valley
3088,Walla Walla Valley (WA),Columbia Valley
3089,Santa Barbara County,Central Coast
3090,Wahluke Slope,Columbia Valley
3091,Howell Mountain,Napa
3092,Oakville,Napa
3093,Oakville,Napa
3094,Santa Lucia Highlands,Central Coast
3095,Santa Ynez Valley,Central Coast
3096,Carmel Valley,Central Coast
3097,Napa Valley,Napa
3098,California,California Other
3099,Russian River Valley,Sonoma
3100,Oakville,Napa
3101,Russian River Valley,Sonoma
3102,Sta. Rita Hills,Central Coast
3103,Sta. Rita Hills,Central Coast
3104,Mount Veeder,Napa
3105,Sonoma Coast,Sonoma
3106,Napa Valley,Napa
3107,Paso Robles,Central Coast
3108,Napa Valley,Napa
3109,Napa Valley,Napa
3110,Napa Valley,Napa
3111,Walla Walla Valley (WA),Columbia Valley
3112,Santa Lucia Highlands,Central Coast
3113,Santa Maria Valley,Central Coast
3114,Russian River Valley,Sonoma
3115,Edna Valley,Central Coast
3116,Dry Creek Valley,Sonoma
3117,Sonoma County,Sonoma
3118,Stags Leap District,Napa
3119,Santa Lucia Highlands,Central Coast
3120,Russian River Valley,Sonoma
3121,Carneros,Napa-Sonoma
3122,Rutherford,Napa
3123,Dry Creek Valley,Sonoma
3124,Napa Valley,Napa
3125,Dundee Hills,Willamette Valley
3126,Sonoma Valley,Sonoma
3127,Eola-Amity Hills,Willamette Valley
3128,Napa Valley,Napa
3129,Walla Walla Valley (OR),Oregon Other
3130,Alexander Valley,Sonoma
3131,Sonoma Mountain,Sonoma
3132,Chehalem Mountains,Willamette Valley
3133,Chehalem Mountains,Willamette Valley
3134,Napa Valley,Napa
3135,Napa Valley,Napa
3136,Red Mountain,Columbia Valley
3137,Sonoma Coast,Sonoma
3138,Walla Walla Valley (WA),Columbia Valley
3139,Santa Barbara County,Central Coast
3140,Sonoma Coast,Sonoma
3141,Red Mountain,Columbia Valley
3142,Santa Ynez Valley,Central Coast
3143,Carneros,Napa-Sonoma
3144,Green Valley,Sonoma
3145,Walla Walla Valley (WA),Columbia Valley
3146,Washington,Washington Other
3147,San Luis Obispo County,Central Coast
3148,Walla Walla Valley (WA),Columbia Valley
3149,Santa Cruz Mountains,Central Coast
3150,Columbia Valley (WA),Columbia Valley
3151,Russian River Valley,Sonoma
3152,Carneros,Napa-Sonoma
3153,Carneros,Napa-Sonoma
3154,Oregon,Oregon Other
3155,Oregon,Oregon Other
3156,Dry Creek Valley,Sonoma
3157,Oregon,Oregon Other
3158,Dundee Hills,Willamette Valley
3159,Dundee Hills,Willamette Valley
3160,Santa Maria Valley,Central Coast
3161,Dundee Hills,Willamette Valley
3162,California,California Other
3163,Amador County,Sierra Foothills
3164,El Dorado,Sierra Foothills
3165,Columbia Valley (WA),Columbia Valley
3166,North Fork of Long Island,Long Island
3167,Temecula Valley,South Coast
3168,Amador County,Sierra Foothills
3169,North Fork of Long Island,Long Island
3170,California,California Other
3171,Santa Cruz Mountains,Central Coast
3172,Washington,Washington Other
3173,Columbia Valley (WA),Columbia Valley
3174,Red Mountain,Columbia Valley
3175,Napa Valley,Napa
3176,Paso Robles,Central Coast
3177,Russian River Valley,Sonoma
3178,Napa Valley,Napa
3179,Columbia Valley (WA),Columbia Valley
3180,Napa Valley,Napa
3181,Santa Barbara,Central Coast
3182,Alexander Valley,Sonoma
3183,Red Mountain,Columbia Valley
3184,California,California Other
3185,California,California Other
3186,California,California Other
3187,Napa Valley,Napa
3188,Alexander Valley,Sonoma
3189,California,California Other
3190,Napa Valley,Napa
3191,Ribbon Ridge,Willamette Valley
3192,Edna Valley,Central Coast
3193,Santa Ynez Valley,Central Coast
3194,Dry Creek Valley,Sonoma
3195,Paso Robles,Central Coast
3196,Napa Valley,Napa
3197,Alexander Valley,Sonoma
3198,Paso Robles,Central Coast
3199,Carneros,Napa-Sonoma
3200,Napa Valley,Napa
3201,Sta. Rita Hills,Central Coast
3202,Napa Valley,Napa
3203,Santa Lucia Highlands,Central Coast
3204,Paso Robles,Central Coast
3205,Paso Robles,Central Coast
3206,Paso Robles,Central Coast
3207,Santa Cruz Mountains,Central Coast
3208,Santa Barbara County,Central Coast
3209,New York,New York Other
3210,Russian River Valley,Sonoma
3211,Calistoga,Napa
3212,Walla Walla Valley (WA),Columbia Valley
3213,California,California Other
3214,Sonoma Coast,Sonoma
3215,Napa Valley,Napa
3216,Paso Robles,Central Coast
3217,Chalone,Central Coast
3218,Malibu-Newton Canyon,South Coast
3219,Mount Harlan,Central Coast
3220,Napa Valley,Napa
3221,Stags Leap District,Napa
3222,Malibu-Newton Canyon,South Coast
3223,Edna Valley,Central Coast
3224,Russian River Valley,Sonoma
3225,Arroyo Seco,Central Coast
3226,Santa Barbara County,Central Coast
3227,Paso Robles,Central Coast
3228,Lodi,Central Valley
3229,McMinnville,Willamette Valley
3230,Oakville,Napa
3231,Russian River Valley,Sonoma
3232,Sta. Rita Hills,Central Coast
3233,Napa Valley,Napa
3234,Sonoma Coast,Sonoma
3235,Dundee Hills,Willamette Valley
3236,Umpqua Valley,Southern Oregon
3237,Santa Lucia Highlands,Central Coast
3238,Eola-Amity Hills,Willamette Valley
3239,Sonoma County,Sonoma
3240,Lodi,Central Valley
3241,Carneros,Napa-Sonoma
3242,Umpqua Valley,Southern Oregon
3243,Russian River Valley,Sonoma
3244,Paso Robles,Central Coast
3245,Napa Valley,Napa
3246,Santa Barbara County,Central Coast
3247,Russian River Valley,Sonoma
3248,Santa Lucia Highlands,Central Coast
3249,Paso Robles,Central Coast
3250,Russian River Valley,Sonoma
3251,Santa Barbara County,Central Coast
3252,Dry Creek Valley,Sonoma
3253,Russian River Valley,Sonoma
3254,Rogue Valley,Southern Oregon
3255,Russian River Valley,Sonoma
3256,Yakima Valley,Columbia Valley
3257,Wahluke Slope,Columbia Valley
3258,Russian River Valley,Sonoma
3259,Santa Cruz Mountains,Central Coast
3260,Sta. Rita Hills,Central Coast
3261,Sta. Rita Hills,Central Coast
3262,Paso Robles,Central Coast
3263,Sta. Rita Hills,Central Coast
3264,Santa Lucia Highlands,Central Coast
3265,Lodi,Central Valley
3266,Santa Maria Valley,Central Coast
3267,Rogue Valley,Southern Oregon
3268,Rogue Valley,Southern Oregon
3269,Paso Robles,Central Coast
3270,Santa Barbara County,Central Coast
3271,Rutherford,Napa
3272,Dry Creek Valley,Sonoma
3273,Paso Robles,Central Coast
3274,Napa Valley,Napa
3275,Napa Valley,Napa
3276,Carneros,Napa-Sonoma
3277,Paicines,Central Coast
3278,Sonoma Coast,Sonoma
3279,Russian River Valley,Sonoma
3280,Santa Maria Valley,Central Coast
3281,Walla Walla Valley (WA),Columbia Valley
3282,Santa Maria Valley,Central Coast
3283,Columbia Valley (WA),Columbia Valley
3284,North Fork of Long Island,Long Island
3285,Spring Mountain District,Napa
3286,Napa Valley,Napa
3287,Russian River Valley,Sonoma
3288,Alexander Valley,Sonoma
3289,Napa Valley,Napa
3290,Green Valley,Sonoma
3291,Edna Valley,Central Coast
3292,Carneros,Napa-Sonoma
3293,Dry Creek Valley,Sonoma
3294,Sta. Rita Hills,Central Coast
3295,Fort Ross-Seaview,Sonoma
3296,Russian River Valley,Sonoma
3297,Santa Ynez Valley,Central Coast
3298,California,California Other
3299,Monterey County,Central Coast
3300,California,California Other
3301,Santa Ynez Valley,Central Coast
3302,California,California Other
3303,Fiddletown,Sierra Foothills
3304,Paso Robles,Central Coast
3305,Paso Robles,Central Coast
3306,Santa Lucia Highlands,Central Coast
3307,Russian River Valley,Sonoma
3308,Yakima Valley,Columbia Valley
3309,Columbia Valley (WA),Columbia Valley
3310,Santa Cruz Mountains,Central Coast
3311,Santa Barbara County,Central Coast
3312,Arroyo Seco,Central Coast
3313,Walla Walla Valley (WA),Columbia Valley
3314,Monterey,Central Coast
3315,Lodi,Central Valley
3316,Dry Creek Valley,Sonoma
3317,Red Mountain,Columbia Valley
3318,Wahluke Slope,Columbia Valley
3319,Red Mountain,Columbia Valley
3320,Chalone,Central Coast
3321,Lodi,Central Valley
3322,Carneros,Napa-Sonoma
3323,Sonoma-Napa-Mendocino,North Coast
3324,Carneros,Napa-Sonoma
3325,Columbia Valley (WA),Columbia Valley
3326,San Benito County,Central Coast
3327,Carneros,Napa-Sonoma
3328,San Francisco Bay,Central Coast
3329,Monterey County,Central Coast
3330,Napa Valley,Napa
3331,Happy Canyon of Santa Barbara,Central Coast
3332,El Dorado,Sierra Foothills
3333,El Dorado,Sierra Foothills
3334,Sonoma Coast,Sonoma
3335,Napa Valley,Napa
3336,Yountville,Napa
3337,Dundee Hills,Willamette Valley
3338,Contra Costa County,Central Coast
3339,Contra Costa County,Central Coast
3340,Diamond Mountain District,Napa
3341,Calistoga,Napa
3342,Santa Cruz Mountains,Central Coast
3343,Eola-Amity Hills,Willamette Valley
3344,Carneros,Napa-Sonoma
3345,Napa Valley,Napa
3346,Green Valley,Sonoma
3347,Napa Valley,Napa
3348,Russian River Valley,Sonoma
3349,Carneros,Napa-Sonoma
3350,Napa Valley,Napa
3351,Ballard Canyon,Central Coast
3352,Sta. Rita Hills,Central Coast
3353,Sonoma Coast,Sonoma
3354,Ballard Canyon,Central Coast
3355,Santa Barbara County,Central Coast
3356,Santa Barbara County,Central Coast
3357,Napa County,Napa
3358,Napa Valley,Napa
3359,Santa Barbara County,Central Coast
3360,Santa Ynez Valley,Central Coast
3361,Rutherford,Napa
3362,Russian River Valley,Sonoma
3363,Santa Barbara County,Central Coast
3364,Napa Valley,Napa
3365,Yountville,Napa
3366,Green Valley,Sonoma
3367,Rogue Valley,Southern Oregon
3368,Umpqua Valley,Southern Oregon
3369,Sonoma Coast,Sonoma
3370,Rogue Valley,Southern Oregon
3371,Columbia Valley (WA),Columbia Valley
3372,California,California Other
3373,Santa Lucia Highlands,Central Coast
3374,Oakville,Napa
3375,Oakville,Napa
3376,Walla Walla Valley (WA),Columbia Valley
3377,Walla Walla Valley (WA),Columbia Valley
3378,Arroyo Grande Valley,Central Coast
3379,Napa Valley,Napa
3380,Spring Mountain District,Napa
3381,Calistoga,Napa
3382,Walla Walla Valley (WA),Columbia Valley
3383,Russian River Valley,Sonoma
3384,Napa Valley,Napa
3385,Paso Robles,Central Coast
3386,Columbia Valley (WA),Columbia Valley
3387,California,California Other
3388,North Fork of Long Island,Long Island
3389,Sonoma Coast,Sonoma
3390,Washington,Washington Other
3391,North Fork of Long Island,Long Island
3392,Columbia Valley (WA),Columbia Valley
3393,Columbia Valley (WA),Columbia Valley
3394,Sta. Rita Hills,Central Coast
3395,Napa Valley,Napa
3396,Eola-Amity Hills,Willamette Valley
3397,Edna Valley,Central Coast
3398,Sonoma Coast,Sonoma
3399,Russian River Valley,Sonoma
3400,Sta. Rita Hills,Central Coast
3401,Dundee Hills,Willamette Valley
3402,Napa Valley,Napa
3403,Chelan County,Washington Other
3404,Columbia Valley (WA),Columbia Valley
3405,Rutherford,Napa
3406,Rutherford,Napa
3407,Walla Walla Valley (OR),Oregon Other
3408,Amador County,Sierra Foothills
3409,Santa Maria Valley,Central Coast
3410,Alexander Valley,Sonoma
3411,Sonoma Valley,Sonoma
3412,Livermore Valley,Central Coast
3413,Walla Walla Valley (OR),Oregon Other
3414,Carneros,Napa-Sonoma
3415,Sonoma County,Sonoma
3416,Walla Walla Valley (OR),Oregon Other
3417,Adelaida District,Central Coast
3418,Spring Mountain District,Napa
3419,North Fork of Long Island,Long Island
3420,Saddle Rock-Malibu,South Coast
3421,Seneca Lake,Finger Lakes
3422,Lodi,Central Valley
3423,Carneros,Napa-Sonoma
3424,Alexander Valley,Sonoma
3425,Dry Creek Valley,Sonoma
3426,Walla Walla Valley (WA),Columbia Valley
3427,Columbia Valley (WA),Columbia Valley
3428,Columbia Valley (WA),Columbia Valley
3429,Columbia Valley (WA),Columbia Valley
3430,Diamond Mountain District,Napa
3431,Napa Valley,Napa
3432,Atlas Peak,Napa
3433,Sta. Rita Hills,Central Coast
3434,Dry Creek Valley,Sonoma
3435,Santa Maria Valley,Central Coast
3436,Santa Cruz Mountains,Central Coast
3437,Santa Lucia Highlands,Central Coast
3438,Paso Robles,Central Coast
3439,Russian River Valley,Sonoma
3440,Carneros,Napa-Sonoma
3441,Russian River Valley,Sonoma
3442,Columbia Valley (WA),Columbia Valley
3443,Columbia Valley (WA),Columbia Valley
3444,Napa Valley,Napa
3445,Napa Valley,Napa
3446,Columbia Valley (WA),Columbia Valley
3447,Russian River Valley,Sonoma
3448,Lodi,Central Valley
3449,North Fork of Long Island,Long Island
3450,Hudson River Region,New York Other
3451,California,California Other
3452,Santa Cruz Mountains,Central Coast
3453,Columbia Valley (WA),Columbia Valley
3454,Lodi,Central Valley
3455,California,California Other
3456,Columbia Valley (WA),Columbia Valley
3457,Horse Heaven Hills,Columbia Valley
3458,California,California Other
3459,San Luis Obispo County,Central Coast
3460,Sonoma County,Sonoma
3461,Napa Valley,Napa
3462,Sonoma Coast,Sonoma
3463,Alexander Valley,Sonoma
3464,Dry Creek Valley,Sonoma
3465,Carneros,Napa-Sonoma
3466,Sta. Rita Hills,Central Coast
3467,Santa Maria Valley,Central Coast
3468,Spring Mountain District,Napa
3469,Sonoma Coast,Sonoma
3470,Russian River Valley,Sonoma
3471,Santa Cruz Mountains,Central Coast
3472,Yountville,Napa
3473,Columbia Valley (WA),Columbia Valley
3474,Wahluke Slope,Columbia Valley
3475,Santa Lucia Highlands,Central Coast
3476,Sonoma Valley,Sonoma
3477,Walla Walla Valley (WA),Columbia Valley
3478,Yakima Valley,Columbia Valley
3479,Arroyo Seco,Central Coast
3480,Lodi,Central Valley
3481,McMinnville,Willamette Valley
3482,McMinnville,Willamette Valley
3483,Paso Robles,Central Coast
3484,Oregon,Oregon Other
3485,Yakima Valley,Columbia Valley
3486,Stags Leap District,Napa
3487,Wahluke Slope,Columbia Valley
3488,Dry Creek Valley,Sonoma
3489,Sonoma Coast,Sonoma
3490,Columbia Valley (WA),Columbia Valley
3491,Oakville,Napa
3492,Napa Valley,Napa
3493,St. Helena,Napa
3494,Santa Barbara County,Central Coast
3495,Santa Maria Valley,Central Coast
3496,Chehalem Mountains,Willamette Valley
3497,Napa Valley,Napa
3498,Santa Ynez Valley,Central Coast
3499,Columbia Valley (WA),Columbia Valley
3500,Russian River Valley,Sonoma
3501,Yakima Valley,Columbia Valley
3502,Columbia Valley (WA),Columbia Valley
3503,Horse Heaven Hills,Columbia Valley
3504,Red Mountain,Columbia Valley
3505,Dry Creek Valley,Sonoma
3506,Napa Valley,Napa
3507,Moon Mountain District Sonoma County,Sonoma
3508,Alexander Valley,Sonoma
3509,North Fork of Long Island,Long Island
3510,Napa Valley,Napa
3511,Napa Valley,Napa
3512,Edna Valley,Central Coast
3513,California,California Other
3514,Santa Ynez Valley,Central Coast
3515,Russian River Valley,Sonoma
3516,Paso Robles,Central Coast
3517,Paso Robles,Central Coast
3518,Santa Ynez Valley,Central Coast
3519,Horse Heaven Hills,Columbia Valley
3520,Santa Barbara County,Central Coast
3521,Edna Valley,Central Coast
3522,Napa Valley,Napa
3523,Russian River Valley,Sonoma
3524,California,California Other
3525,Lodi,Central Valley
3526,El Dorado County,Sierra Foothills
3527,Yakima Valley,Columbia Valley
3528,Columbia Valley (WA),Columbia Valley
3529,Edna Valley,Central Coast
3530,Walla Walla Valley (WA),Columbia Valley
3531,Humboldt County,North Coast
3532,Livermore Valley,Central Coast
3533,Horse Heaven Hills,Columbia Valley
3534,Napa Valley,Napa
3535,Napa Valley,Napa
3536,Sta. Rita Hills,Central Coast
3537,Sonoma Coast,Sonoma
3538,Russian River Valley,Sonoma
3539,Columbia Valley (WA),Columbia Valley
3540,Walla Walla Valley (WA),Columbia Valley
3541,Columbia Valley (WA),Columbia Valley
3542,Sonoma County,Sonoma
3543,Los Carneros,Napa-Sonoma
3544,Napa Valley,Napa
3545,Napa Valley,Napa
3546,Napa County,Napa
3547,Columbia Valley (WA),Columbia Valley
3548,Russian River Valley,Sonoma
3549,Walla Walla Valley (WA),Columbia Valley
3550,Napa Valley,Napa
3551,California,California Other
3552,Carneros,Napa-Sonoma
3553,Napa Valley,Napa
3554,California,California Other
3555,Santa Barbara County,Central Coast
3556,Santa Ynez Valley,Central Coast
3557,California,California Other
3558,Sonoma County,Sonoma
3559,California,California Other
3560,Napa Valley,Napa
3561,California,California Other
3562,Santa Barbara County,Central Coast
3563,Sonoma County,Sonoma
3564,Santa Maria Valley,Central Coast
3565,Napa Valley,Napa
3566,Napa Valley,Napa
3567,Walla Walla Valley (OR),Oregon Other
3568,San Luis Obispo County,Central Coast
